id,facility_id,year,material,commodity,value_tonnes,grade_ppm,recovery_rate,yield_ppm,amount_sold_tonnes,metal_payable_tonnes,mine_processing,reporting_period,source_id,comment,id_minerals
56,COM00007.00,2006,O.Au,Me.Au,6.861,6.236895,,7.6,,,,,det_3301,,50
57,COM00007.00,2007,O.Au,Me.Au,8.987,6.419142,,7.48,,,,,det_3301,,52
58,COM00007.00,2008,O.Au,Me.Au,9.072,6.479891,,7.62,,,,,det_3301,,54
59,COM00007.00,2009,O.Au,Me.Au,9.327,6.217995,,7.02,,,,,det_3302,,56
60,COM00007.00,2010,O.Au,Me.Au,9.582,5.988837,,7.21,,,,,det_3302,,58
61,COM00007.00,2011,O.Au,Me.Au,10.234,6.020105,,7.43,,,,,det_3302,,60
62,COM00007.00,2012,O.Au,Me.Au,11,4.999825,,6.07,,,,,det_3302,,62
63,COM00007.00,2013,O.Au,Me.Au,11.085,4.819419,,5.7,,,,,det_3302,,64
64,COM00007.00,2014,O.Au,Me.Au,11.425,4.569943,,5.65,,,,,det_3303,,66
65,COM00007.00,2015,O.Au,Me.Au,11.935,4.590442,,5.63,,,,,det_3303,,68
66,COM00007.00,2016,O.Au,Me.Au,11.538,4.120806,,5.31,,,,,det_3303,,70
67,COM00007.00,2017,O.Au,Me.Au,12.02,4.006733,,4.97,,,,,det_3303,,72
68,COM00007.00,2018,O.Au,Me.Au,10.319,3.439742,,4.21,,,,,det_3303,,74
69,COM00008.00,2005,O.bulk,Me.Cu,4887.911,5500,0.887,,,,,,det_1662,,76
70,COM00008.00,2005,O.bulk,Me.Ni,5380.966,7600,0.713,,,,,,det_1662,,76
71,COM00008.00,2006,O.bulk,Me.Cu,6616,5000,0.9,,,,,,det_1595,,78
72,COM00008.00,2006,O.bulk,Me.Ni,6398,6000,0.72,,,,,,det_1595,,78
73,COM00008.00,2007,O.bulk,Me.Cu,6281,4000,0.92,,,,,,det_1595,,80
74,COM00008.00,2007,O.bulk,Me.Ni,6630,5000,0.76,,,,,,det_1595,,80
75,COM00008.00,2008,O.bulk,Me.Cu,7071,4000,0.93,,,,,,det_1659,,82
76,COM00008.00,2008,O.bulk,Me.Ni,8136,6000,0.8,,,,,,det_1659,,82
77,COM00008.00,2009,O.bulk,Me.Cu,6989,4000,0.9,,,,,,det_1659,,84
78,COM00008.00,2009,O.bulk,Me.Ni,8029,5000,0.77,,,,,,det_1659,,84
79,COM00008.00,2010,O.bulk,Me.Cu,5484,4000,0.93,,,,,,det_1658,,86
80,COM00008.00,2010,O.bulk,Me.Ni,6296,5000,0.82,,,,,,det_1658,,86
81,COM00008.00,2011,O.bulk,Me.Cu,0,,,,,,,,det_1658,,88
82,COM00008.00,2011,O.bulk,Me.Ni,0,,,,,,,,det_1658,,88
83,COM00008.00,2012,O.bulk,Me.Cu,2260,4000,0.914,,,,,,det_1594,,90
84,COM00008.00,2012,O.bulk,Me.Ni,2398,5000,0.813,,,,,,det_1594,,90
85,COM00008.00,2013,O.bulk,Me.Cu,6242,4000,0.938,,,,,,det_1594,,92
86,COM00008.00,2013,O.bulk,Me.Ni,7574,6000,0.828,,,,,,det_1594,,92
87,COM00008.00,2014,O.bulk,Me.Cu,7390,4700,0.939,,,,,,det_1458,,94
88,COM00008.00,2014,O.bulk,Me.Ni,8631,6300,0.825,,,,,,det_1458,,94
89,COM00008.00,2015,O.bulk,Me.Cu,6221,5200,0.931,,,,,,det_1458,,96
90,COM00008.00,2015,O.bulk,Me.Ni,7213,6800,0.811,,,,,,det_1458,,96
91,COM00009.00,2006,O.Au,Me.Au,5.719,,,,5.719,,,,det_3304,,
92,COM00009.00,2007,O.Au,Me.Au,12.61,1.718225,,,12.61,,,,det_3305,,98
93,COM00009.00,2008,O.Au,Me.Au,14.744,1.967143,,,14.744,,,,det_3306,,100
94,COM00009.00,2009,O.Au,Me.Au,15.463,2.044977,,,15.463,,,,det_3307,,102
95,COM00009.00,2010,O.Au,Me.Au,15.424,2.030723,,,,,,,det_3308,,104
96,COM00009.00,2011,O.Au,Me.Au,16.018,2.049722,,,,,,,det_3309,,106
97,COM00009.00,2012,O.Au,Me.Au,15.904,2.091001,,,,,,,det_3310,,108
98,COM00009.00,2013,O.Au,Me.Au,16.159,2.078436,,,,,,,det_3311,,110
99,COM00009.00,2014,O.Au,Me.Au,12.53,1.788922,,,,,,,det_3312,,112
100,COM00009.00,2015,O.Au,Me.Au,9.412,1.417476,0.896,,9.412,,,,det_1398,,114
101,COM00009.00,2016,O.Au,Me.Au,9.894,1.332428,0.903,,9.894,,,,det_1398,,116
102,COM00009.00,2017,O.Au,Me.Au,9.894,1.417476,0.923,,9.922,,,,det_1398,,118
103,COM00009.00,2018,O.Au,Me.Au,12.36,1.842719,0.94,,12.36,,,,det_1398,,120
104,COM00009.00,2019,O.Au,Me.Au,18.229,2.579807,0.941,,17.86,,,,det_1398,,122
105,COM00013.00,2000,Con.Cu,Me.Ag,56.606,235.659986,,,,,,,det_3313,,123
106,COM00013.00,2000,Con.Cu,Me.Au,1.542,6.419597,,,,,,,det_3313,,123
107,COM00013.00,2000,Con.Cu,Me.Cu,67828,282000,,,,,,,det_1162,,123
108,COM00013.00,2001,Con.Cu,Me.Ag,48.55,218.566689,,,,,,,det_3313,,126
109,COM00013.00,2001,Con.Cu,Me.Au,1.698,7.644207,,,,,,,det_3313,,126
110,COM00013.00,2001,Con.Cu,Me.Cu,63940,288000,,,,,,,det_1162,,126
111,COM00013.00,2002,Con.Cu,Me.Ag,47.409,234.36156,,,,,,,det_3313,,129
112,COM00013.00,2002,Con.Cu,Me.Au,1.542,7.62272,,,,,,,det_3313,,129
113,COM00013.00,2002,Con.Cu,Me.Cu,57293,283000,,,,,,,det_1162,,129
114,COM00013.00,2003,Con.Cu,Me.Ag,55.176,261.75939,,,,,,,det_3313,,132
115,COM00013.00,2003,Con.Cu,Me.Au,1.383,6.561063,,,,,,,det_3313,,132
116,COM00013.00,2003,Con.Cu,Me.Cu,58687,278000,,,,,,,det_1162,,132
117,COM00013.00,2004,Con.Cu,Me.Ag,44.946,194.947821,,,,,,,det_3313,,135
118,COM00013.00,2004,Con.Cu,Me.Au,1.985,8.609697,,,,,,,det_3313,,135
119,COM00013.00,2004,Con.Cu,Me.Cu,64498,280000,,,,,,,det_1162,,135
120,COM00013.00,2005,Con.Cu,Me.Ag,41.297,174.117439,,,,,,,det_3314,,138
121,COM00013.00,2005,Con.Cu,Me.Au,1.84,7.757854,,,,,,,det_3314,,138
122,COM00013.00,2005,Con.Cu,Me.Cu,65619,277000,,,,,,,det_1161,,138
123,COM00013.00,2006,Con.Cu,Me.Ag,35.73,148.841511,,,,,,,det_3314,,141
124,COM00013.00,2006,Con.Cu,Me.Au,2.342,9.756138,,,,,,,det_3314,,141
125,COM00013.00,2006,Con.Cu,Me.Cu,66133,275000,,,,,,,det_1161,,141
126,COM00013.00,2007,Con.Cu,Me.Ag,42.301,228.2814,,,,,,,det_3314,,144
127,COM00013.00,2007,Con.Cu,Me.Au,1.178,6.35719,,,,,,,det_3314,,144
128,COM00013.00,2007,Con.Cu,Me.Cu,50487,272000,,,,,,,det_1161,,144
129,COM00013.00,2008,Con.Cu,Me.Ag,32.087,184.8074,,,,,,,det_3314,,147
130,COM00013.00,2008,Con.Cu,Me.Au,1.218,7.015159,,,,,,,det_3314,,147
131,COM00013.00,2008,Con.Cu,Me.Cu,47225,272000,,,,,,,det_1161,,147
132,COM00013.00,2009,Con.Cu,Me.Ag,24.701,144.450292,,,,,,,det_3315,,150
133,COM00013.00,2009,Con.Cu,Me.Au,1.348,7.883041,,,,,,,det_3315,,150
134,COM00013.00,2009,Con.Cu,Me.Cu,46000,269400,,,,,,,det_1126,,150
135,COM00013.00,2010,Con.Cu,Me.Ag,36.468,138.661597,,,,,,,det_3315,,153
136,COM00013.00,2010,Con.Cu,Me.Au,2.208,8.395437,,,,,,,det_3315,,153
137,COM00013.00,2010,Con.Cu,Me.Cu,67000,255800,,,,,,,det_1126,,153
138,COM00013.00,2011,Con.Cu,Me.Ag,45.04,168.689139,,,,,,,det_3315,,156
139,COM00013.00,2011,Con.Cu,Me.Au,2.447,9.164794,,,,,,,det_3315,,156
140,COM00013.00,2011,Con.Cu,Me.Cu,67000,250000,,,,,,,det_1126,,156
141,COM00013.00,2012,Con.Cu,Me.Ag,51.698,191.474074,,,,,,,det_3315,,159
142,COM00013.00,2012,Con.Cu,Me.Au,1.959,7.255556,,,,,,,det_3315,,159
143,COM00013.00,2012,Con.Cu,Me.Cu,67000,248500,,,,,,,det_1126,,159
144,COM00013.00,2013,Con.Cu,Me.Ag,53.612,183.60274,,,,,,,det_3315,,162
145,COM00013.00,2013,Con.Cu,Me.Au,1.765,6.044521,,,,,,,det_3315,,162
146,COM00013.00,2013,Con.Cu,Me.Cu,71000,242900,,,,,,,det_1126,,162
147,COM00013.00,2014,Con.Cu,Me.Ag,54.854,198.028881,,,,,,,det_3315,,165
148,COM00013.00,2014,Con.Cu,Me.Au,1.767,6.379061,,,,,,,det_3315,,165
149,COM00013.00,2014,Con.Cu,Me.Cu,68000,244800,,,,,,,det_1126,,165
150,COM00013.00,2015,Con.Cu,Me.Ag,56.602,184.371336,,,,,,,det_3315,,168
151,COM00013.00,2015,Con.Cu,Me.Au,2.119,6.90228,,,,,,,det_3315,,168
152,COM00013.00,2015,Con.Cu,Me.Cu,67000,219300,,,,,,,det_1126,,168
153,COM00013.00,2016,Con.Cu,Me.Ag,56.602,176.88125,,,,,,,det_3315,,171
154,COM00013.00,2016,Con.Cu,Me.Au,2.119,6.621875,,,,,,,det_3315,,171
155,COM00013.00,2016,Con.Cu,Me.Cu,71000,221200,,,,,,,det_1126,,171
156,COM00013.00,2017,Con.Cu,Me.Ag,61.862,157.010152,,,,,,,det_3315,,174
157,COM00013.00,2017,Con.Cu,Me.Au,2.899,7.357868,,,,,,,det_3315,,174
158,COM00013.00,2017,Con.Cu,Me.Cu,98000,247600,,,,,,,det_1126,,174
159,COM00013.00,2018,Con.Cu,Me.Ag,54.894,135.876238,,,,,,,det_3315,,177
160,COM00013.00,2018,Con.Cu,Me.Au,3.15,7.79703,,,,,,,det_3315,,177
161,COM00013.00,2018,Con.Cu,Me.Cu,99000,245800,,,,,,,det_1126,,177
162,COM00014.00,2007,O.Cu,Me.Ag,1.337,33.43,,,,,,,det_3296,,181
163,COM00014.00,2007,O.Cu,Me.Au,0.072,1.8,,,,,,,det_3296,,181
164,COM00014.00,2007,O.Cu,Me.Cu,1564,39100,,,,,,,det_3296,,181
165,COM00014.00,2007,O.Cu,Me.Zn,1136,28400,,,,,,,det_3296,,181
166,COM00014.00,2008,O.Cu,Me.Ag,55.554,23.51,,,,,,,det_3296,,183
167,COM00014.00,2008,O.Cu,Me.Au,1.772,0.75,,,,,,,det_3296,,183
168,COM00014.00,2008,O.Cu,Me.Cu,59075,25000,,,,,,,det_3296,,183
169,COM00014.00,2008,O.Cu,Me.Zn,14886.9,6300,,,,,,,det_3296,,183
170,COM00014.00,2011,O.Cu,Me.Ag,9.113,18.19,,,,,,,det_3298,,185
171,COM00014.00,2011,O.Cu,Me.Au,0.361,0.72,,,,,,,det_3298,,185
172,COM00014.00,2011,O.Cu,Me.Cu,8717.4,17400,,,,,,,det_3298,,185
173,COM00014.00,2011,O.Cu,Me.Zn,3306.6,6600,,,,,,,det_3298,,185
174,COM00014.00,2012,O.Cu,Me.Ag,30.761,16.31,,,,,,,det_3298,,187
175,COM00014.00,2012,O.Cu,Me.Au,1.188,0.63,,,,,,,det_3298,,187
176,COM00014.00,2012,O.Cu,Me.Cu,28667.2,15200,,,,,,,det_3298,,187
177,COM00014.00,2012,O.Cu,Me.Zn,17351.2,9200,,,,,,,det_3298,,187
178,COM00014.00,2013,O.Cu,Me.Ag,35.214,16.28,,,,,,,det_3299,,189
179,COM00014.00,2013,O.Cu,Me.Au,1.384,0.64,,,,,,,det_3299,,189
180,COM00014.00,2013,O.Cu,Me.Cu,38934,18000,,,,,,,det_3299,,189
181,COM00014.00,2013,O.Cu,Me.Zn,25090.8,11600,,,,,,,det_3299,,189
182,COM00014.00,2014,O.Cu,Me.Ag,29.683,16.62,,,,,,,det_3299,,191
183,COM00014.00,2014,O.Cu,Me.Au,1.125,0.63,,,,,,,det_3299,,191
184,COM00014.00,2014,O.Cu,Me.Cu,35541.4,19900,,,,,,,det_3299,,191
185,COM00014.00,2014,O.Cu,Me.Zn,24646.8,13800,,,,,,,det_3299,,191
186,COM00015.00,2016,O.oxi,Oth.cuca,18000,1125.77397,,,,,Heap leaching,,det_3316,,196
187,COM00015.00,2017,Con.Cu,Me.Cu,68200,228000,,,,65100,,,det_1163,,197
188,COM00015.00,2017,O.oxi,Oth.cuca,25100,1924.846626,,,,,Heap leaching,,det_3316,,200
189,COM00015.00,2017,O.sul,Me.Ag,8.398,,,,,8.398,,,det_3317,,201
190,COM00015.00,2017,O.sul,Me.Au,0.025,,,,,0.025,,,det_3317,,201
191,COM00015.00,2018,Con.Cu,Me.Cu,110600,219000,,,,105700,,,det_1163,,202
192,COM00015.00,2018,O.oxi,Oth.cuca,25700,1595.876801,,,,,Heap leaching,,det_3316,,205
193,COM00015.00,2018,O.sul,Me.Ag,15.21,,,,,15.21,,,det_3317,,206
194,COM00015.00,2018,O.sul,Me.Au,0.019,,,,,0.019,,,det_3317,,206
195,COM00016.00,2013,O.Au,Me.Au,3.651,2.263296,,,,,,,det_3311,,208
196,COM00016.00,2014,O.Au,Me.Au,13.358,1.727762,,,,,,,det_3312,,210
197,COM00016.00,2015,O.Au,Me.Au,13.409,1.729321,0.908,,13.381,,,,det_1398,,212
198,COM00016.00,2016,O.Au,Me.Au,13.324,1.587573,0.917,,13.409,,,,det_1398,,214
199,COM00016.00,2017,O.Au,Me.Au,13.409,1.587573,0.923,,13.438,,,,det_1398,,216
200,COM00016.00,2018,O.Au,Me.Au,11.737,1.502525,0.912,,11.765,,,,det_1398,,218
201,COM00016.00,2019,O.Au,Me.Au,11.963,1.502525,0.908,,11.935,,,,det_1398,,220
202,COM00018.00,2007,O.bulk,Me.Ag,113.468,127,,,,,,,det_2191,,234
203,COM00018.00,2007,O.bulk,Me.Au,0.397,0.54,,,,,,,det_2191,,234
204,COM00018.00,2008,O.bulk,Me.Ag,182.188,149,,,,,,,det_1985,,236
205,COM00018.00,2008,O.bulk,Me.Au,0.501,0.42,,,,,,,det_1985,,236
206,COM00018.00,2009,O.bulk,Me.Ag,158.499,111,,,,,,,det_2190,,238
207,COM00018.00,2009,O.bulk,Me.Au,0.542,0.39,,,,,,,det_2190,,238
208,COM00018.00,2009,O.bulk,Me.Cu,216.842,129.747911,,,,,,,det_3318,,238
209,COM00018.00,2010,O.bulk,Me.Ag,200.223,146.56,,,,,,,det_2189,,240
210,COM00018.00,2010,O.bulk,Me.Au,0.499,0.38,,,,,,,det_2189,,240
211,COM00018.00,2010,O.bulk,Me.Cu,93.684,55.899101,,,,,,,det_3319,,240
212,COM00018.00,2011,O.bulk,Me.Ag,157.884,105,,,,,,,det_2188,,242
213,COM00018.00,2011,O.bulk,Me.Au,0.495,0.33,,,,,,,det_2188,,242
214,COM00018.00,2011,O.bulk,Me.Cu,105.263,56.960583,,,,,,,det_3320,,242
215,COM00018.00,2012,O.bulk,Me.Ag,159.791,116,,,,,,,det_2187,,244
216,COM00018.00,2012,O.bulk,Me.Au,0.536,0.38,,,,,,,det_2187,,244
217,COM00018.00,2012,O.bulk,Me.Cu,105.263,61.992437,,,,,,,det_3321,,244
218,COM00018.00,2013,O.bulk,Me.Ag,151.301,101,,,,,,,det_2186,,246
219,COM00018.00,2013,O.bulk,Me.Au,0.524,0.36,,,,,,,det_2186,,246
220,COM00018.00,2013,O.bulk,Me.Cu,126.316,70.56748,,,,,,,det_3322,,246
221,COM00018.00,2014,O.bulk,Me.Ag,103.459,75,,,,,,,det_2185,,248
222,COM00018.00,2014,O.bulk,Me.Au,0.523,0.37,,,,,,,det_2185,,248
223,COM00018.00,2014,O.bulk,Me.Cu,31.579,17.912052,,,,,,,det_3323,,248
224,COM00018.00,2015,O.bulk,Me.Ag,88.475,62,,,,,,,det_2184,,250
225,COM00018.00,2015,O.bulk,Me.Au,0.606,0.39,,,,,,,det_2184,,250
226,COM00018.00,2015,O.bulk,Me.Cu,105.263,58.512039,,,,,,,det_3324,,250
227,COM00018.00,2016,O.bulk,Me.Ag,55.528,45,,,,,,,det_1984,,252
228,COM00018.00,2016,O.bulk,Me.Au,0.25,0.18,,,,,,,det_1984,,252
229,COM00018.00,2016,O.bulk,Me.Cu,31.579,17.228013,,,,,,,det_3325,,252
230,COM00018.00,2017,O.bulk,Me.Ag,19.095,43,,,,,,,det_2183,,254
231,COM00018.00,2017,O.bulk,Me.Au,0.063,0.17,,,,,,,det_2183,,254
232,COM00018.00,2017,O.bulk,Me.Cu,10.526,23.288309,,,,,,,det_3326,,254
233,COM00021.00,2007,O.bulk,Me.Zn,190,45000,0.37,,,,,,det_1595,,256
234,COM00024.00,2014,O.bulk,Me.Ag,84.619,140.330139,,,,,,,det_3327,,258
235,COM00024.00,2014,O.bulk,Me.Pb,4522.5,7500,,,,,,,det_3327,,258
236,COM00024.00,2014,O.bulk,Me.Zn,7236,12000,,,,,,,det_3327,,258
237,COM00024.00,2015,O.bulk,Me.Ag,103.415,117.650521,,,,,,,det_3328,,260
238,COM00024.00,2015,O.bulk,Me.Cu,879,1000,,,,,,,det_3328,,260
239,COM00024.00,2015,O.bulk,Me.Pb,5713.5,6500,,,,,,,det_3328,,260
240,COM00024.00,2015,O.bulk,Me.Zn,9669,11000,,,,,,,det_3328,,260
241,COM00024.00,2016,O.bulk,Me.Ag,61.915,68.038856,,,,,,,det_3328,,262
242,COM00024.00,2016,O.bulk,Me.Cu,910,1000,,,,,,,det_3328,,262
243,COM00024.00,2016,O.bulk,Me.Pb,7280,8000,,,,,,,det_3328,,262
244,COM00024.00,2016,O.bulk,Me.Zn,10920,12000,,,,,,,det_3328,,262
245,COM00024.00,2017,O.bulk,Me.Ag,57.034,59.533999,,,,,,,det_3329,,264
246,COM00024.00,2017,O.bulk,Me.Cu,958,1000,,,,,,,det_3329,,264
247,COM00024.00,2017,O.bulk,Me.Pb,7664,8000,,,,,,,det_3329,,264
248,COM00024.00,2017,O.bulk,Me.Zn,13412,14000,,,,,,,det_3329,,264
249,COM00024.00,2018,O.bulk,Me.Ag,46.494,49.044675,,,,,,,det_3330,,266
250,COM00024.00,2018,O.bulk,Me.Pb,6825.6,7200,,,,,,,det_3330,,266
251,COM00024.00,2018,O.bulk,Me.Zn,9954,10500,,,,,,,det_3330,,266
252,COM00031.00,2001,O.bulk,Me.Au,21.376,,,,,,,,det_1324,,
253,COM00031.00,2001,O.bulk,Me.Cu,191600,,,,,,,,det_1324,,
254,COM00031.00,2002,O.bulk,Me.Au,19.051,,,,,,,,det_1324,,
255,COM00031.00,2002,O.bulk,Me.Cu,203700,,,,,,,,det_1324,,
256,COM00031.00,2005,O.bulk,Me.Au,17.955,0.63,0.78,,17.856,,,,det_2584,,284
257,COM00031.00,2005,O.bulk,Me.Cu,187363.888,5700,0.9,,183856.107,,,,det_2584,,284
258,COM00031.00,2006,O.bulk,Me.Au,19.921,0.71,0.78,,19.713,,,,det_2584,,286
259,COM00031.00,2006,O.bulk,Me.Cu,180106.41,5600,0.88,,174784.26,,,,det_2584,,286
260,COM00031.00,2007,O.bulk,Me.Au,19.124,0.67,0.76,,18.851,,,,det_2583,,288
261,COM00031.00,2007,O.bulk,Me.Cu,180227.368,5600,0.84,,179259.705,,,,det_2583,,288
262,COM00031.00,2008,O.bulk,Me.Au,15.691,0.55,0.76,,15.94,,,,det_2583,,290
263,COM00031.00,2008,O.bulk,Me.Cu,156882.481,5000,0.83,,158213.019,,,,det_2583,,290
264,COM00031.00,2009,O.bulk,Me.Au,13.12,0.49,0.71,,13.087,,,,det_2768,,292
265,COM00031.00,2009,O.bulk,Me.Cu,143093.273,4600,0.83,,138617.828,,,,det_2768,,292
266,COM00031.00,2010,O.bulk,Me.Au,12.606,0.46,0.71,,12.175,,,,det_2768,,294
267,COM00031.00,2010,O.bulk,Me.Cu,140311.24,4600,0.83,,134384.299,,,,det_2768,,294
268,COM00031.00,2011,O.bulk,Me.Au,11.072,0.42,0.69,,11.113,,,,det_2767,,296
269,COM00031.00,2011,O.bulk,Me.Cu,116724.437,4000,0.77,,114305.277,,,,det_2767,,296
270,COM00031.00,2012,O.bulk,Me.Au,11.329,0.4,0.71,,10.839,,,,det_2767,,298
271,COM00031.00,2012,O.bulk,Me.Cu,135714.837,4100,0.84,,128336.401,,,,det_2767,,298
272,COM00031.00,2013,O.bulk,Me.Au,9.745,0.37,0.7,,8.592,,,,det_2581,,300
273,COM00031.00,2013,O.bulk,Me.Cu,109587.917,3700,0.79,,94347.213,,,,det_2581,,300
274,COM00031.00,2014,O.bulk,Me.Au,9.96,0.39,0.7,,9.396,,,,det_2581,,302
275,COM00031.00,2014,O.bulk,Me.Cu,102572.355,3600,0.8,,101483.733,,,,det_2581,,302
276,COM00031.00,2015,O.bulk,Me.Au,6.138,0.27,0.67,,6.055,,,,det_2766,,304
277,COM00031.00,2015,O.bulk,Me.Cu,61809.52,2400,0.74,,61688.562,,,,det_2766,,304
278,COM00031.00,2016,O.bulk,Me.Au,7.962,0.33,0.71,,7.797,,,,det_2766,,306
279,COM00031.00,2016,O.bulk,Me.Cu,81888.543,2800,0.84,,80437.047,,,,det_2766,,306
280,COM00031.00,2017,O.bulk,Me.Ag,8.675,,,,,,,,det_1731,,
281,COM00031.00,2017,O.bulk,Me.Au,5.33,,,,,,,,det_1731,,
282,COM00031.00,2017,O.bulk,Me.Cu,33300,,,,,,,,det_1731,,
283,COM00031.00,2018,O.bulk,Me.Ag,4.423,,,,,,,,det_1732,,
284,COM00031.00,2018,O.bulk,Me.Au,3.402,,,,,,,,det_1732,,
285,COM00031.00,2018,O.bulk,Me.Cu,17400,,,,,,,,det_1732,,
286,COM00033.00,2015,,Me.Pt,13.606,,,,13.466,,,,det_1109,,
287,COM00033.00,2016,,Me.Pt,14.508,,,,14.741,,,,det_1109,,
288,COM00033.00,2017,O.bulk,Me.Pd,6.298,,,,,,,,det_1107,,
289,COM00033.00,2017,O.bulk,Me.Pt,13.623,,,,,,,,det_1107,,
290,COM00033.00,2018,O.bulk,Me.Pd,6.379,,,,,,,,det_1107,,
291,COM00033.00,2018,O.bulk,Me.Pt,13.77,,,,,,,,det_1107,,
